atc_code;atc_name;ddd;uom;adm_r;note;TRAD
R03BA01;beclometasone;1.5;mg;Inhal.solution;NA;BECLOMETASONA
R03BA02;budesonide;0.8;mg;Inhal.aerosol;NA;BUDESONIDA
R03BA02;budesonide;0.8;mg;Inhal.powder;NA;BUDESONIDA
R03BA02;budesonide;1.5;mg;Inhal.solution;NA;BUDESONIDA
R03BA03;flunisolide;1;mg;Inhal.aerosol;NA;FLUNISOLIDA
R03BA04;betamethasone;NA;NA;NA;NA;BETAMETASONA
R03BA05;fluticasone;0.6;mg;Inhal.aerosol;NA;FLUTICASONA
R03BA05;fluticasone;0.6;mg;Inhal.powder;NA;FLUTICASONA
R03BA05;fluticasone;1.5;mg;Inhal.solution;NA;FLUTICASONA
R03BA06;triamcinolone;NA;NA;NA;NA;TRIAMCINOLONA
R03BA07;mometasone;0.4;mg;Inhal.powder;NA;MOMETASONA
R03BA08;ciclesonide;0.16;mg;Inhal.aerosol;NA;CICLESONIDA
R03BA09;fluticasone furoate;NA;NA;NA;NA;FUROATO DE FLUTICASONA
R03BB;Anticholinergics;NA;NA;NA;NA;ANTICOLINÉRGICOS
R03BB01;ipratropium bromide;0.12;mg;Inhal.aerosol;NA;BROMURO DE IPRATROPIO
R03BB01;ipratropium bromide;0.12;mg;Inhal.powder;NA;BROMURO DE IPRATROPIO
R03BB01;ipratropium bromide;0.3;mg;Inhal.solution;NA;BROMURO DE IPRATROPIO
R03BB02;oxitropium bromide;0.6;mg;Inhal.aerosol;NA;BROMURO DE OXITROPIO
R03BB02;oxitropium bromide;4;mg;Inhal.solution;NA;BROMURO DE OXITROPIO
R03BB03;stramoni preparations;NA;NA;NA;NA;PREPARACIONES DE STRAMONI
R03BB04;tiotropium bromide;10;mcg;"""Inhal.powder""";Expressed as tiotropium, delivered dose;BROMURO DE TIOTROPIO
R03BB04;tiotropium bromide;5;mcg;Inhal.solution;NA;BROMURO DE TIOTROPIO
R03BB05;aclidinium bromide;0.644;mg;"""Inhal.powder""";Expressed as aclidinium, delivered dose;BROMURO DE ACLIDINIO
R03BB06;glycopyrronium bromide;44;mcg;"""Inhal.powder""";Expressed as glycopyrronium, delivered dose;BROMURO DE GLICOPIRRONIO
R03BB07;umeclidinium bromide;55;mcg;"""Inhal.powder""";Expressed as umeclidinium, delivered dose;BROMURO DE UMECLIDINIO
R03BB08;revefenacin;NA;NA;NA;NA;REVEFENACINA
R03BB54;tiotropium bromide, combinations;NA;NA;NA;NA;BROMURO DE TIOTROPIO, COMBINACIONES
R03BC;Antiallergic agents, excl. corticosteroids;NA;NA;NA;NA;ANTIALÉRGICOS, EXC. CORTICOSTEROIDES
R03BC01;cromoglicic acid;40;mg;Inhal.aerosol;NA;ÁCIDO CROMOGLÍCICO
R03BC01;cromoglicic acid;80;mg;Inhal.powder;NA;ÁCIDO CROMOGLÍCICO
R03BC01;cromoglicic acid;80;mg;Inhal.solution;NA;ÁCIDO CROMOGLÍCICO
R03BC03;nedocromil;8;mg;Inhal.aerosol;NA;NEDOCROMIL
R03BX;Other drugs for obstructive airway diseases, inhalants;NA;NA;NA;NA;OTROS MEDICAMENTOS PARA LAS ENFERMEDADES OBSTRUCTIVAS DE LAS VÍAS RESPIRATORIAS, INHALANTES
R03BX01;fenspiride;NA;NA;NA;NA;FENSPIRIDA
R03C;ADRENERGICS FOR SYSTEMIC USE;NA;NA;NA;NA;ADRENÉRGICOS DE USO SISTÉMICO
R03CA;Alpha- and beta-adrenoreceptor agonists;NA;NA;NA;NA;AGONISTAS DE LOS RECEPTORES ADRENÉRGICOS ALFA Y BETA
R03CA02;ephedrine;50;mg;O;NA;EFEDRINA
R03CB;Non-selective beta-adrenoreceptor agonists;NA;NA;NA;NA;AGONISTAS NO SELECTIVOS DE LOS RECEPTORES BETA-ADRENÉRGICOS
R03CB01;isoprenaline;40;mg;O;NA;ISOPRENALINA
R03CB02;methoxyphenamine;0.4;g;O;NA;METOXIFENAMINA
R03CB03;orciprenaline;60;mg;O;NA;ORCIPRENALINA
R03CB03;orciprenaline;60;mg;P;NA;ORCIPRENALINA
R03CB51;isoprenaline, combinations;NA;NA;NA;NA;ISOPRENALINA, COMBINACIONES
R03CB53;orciprenaline, combinations;NA;NA;NA;NA;ORCIPRENALINA, COMBINACIONES
R03CC;Selective beta-2-adrenoreceptor agonists;NA;NA;NA;NA;AGONISTAS SELECTIVOS DE LOS RECEPTORES ADRENÉRGICOS BETA-2
R03CC02;salbutamol;12;mg;O;NA;SALBUTAMOL
R03CC02;salbutamol;12;mg;P;NA;SALBUTAMOL
R03CC03;terbutaline;15;mg;O;NA;TERBUTALINA
R03CC03;terbutaline;15;mg;P;NA;TERBUTALINA
R03CC04;fenoterol;10;mg;O;NA;FENOTEROL
R03CC04;fenoterol;10;mg;R;NA;FENOTEROL
R03CC05;hexoprenaline;1.5;mg;O;NA;HEXOPRENALINA
R03CC05;hexoprenaline;1.5;mg;P;NA;HEXOPRENALINA
R03CC06;isoetarine;40;mg;O;NA;ISOETARINA
R03CC07;pirbuterol;30;mg;O;NA;PIRBUTEROL
R03CC08;procaterol;0.1;mg;O;NA;PROCATEROL
R03CC09;tretoquinol;9;mg;O;NA;TRETOQUINOL
R03CC09;tretoquinol;0.2;mg;P;NA;TRETOQUINOL
R03CC10;carbuterol;6;mg;O;NA;CARBUTEROL
R03CC11;tulobuterol;4;mg;O;NA;TULOBUTEROL
R03CC12;bambuterol;20;mg;O;NA;BAMBUTEROL
R03CC13;clenbuterol;40;mcg;O;NA;CLENBUTEROL
R03CC14;reproterol;NA;NA;NA;NA;REPROTEROL
R03CC15;formoterol;0.16;mg;O;NA;FORMOTEROL
R03CC53;terbutaline, combinations;NA;NA;NA;NA;TERBUTALINA, COMBINACIONES
R03CC63;clenbuterol and ambroxol;NA;NA;NA;NA;CLEMBUTEROL Y AMBROXOL
R03CK;Adrenergics and other drugs for obstructive airway diseases;NA;NA;NA;NA;ADRENÉRGICOS Y OTROS FÁRMACOS PARA LAS ENFERMEDADES OBSTRUCTIVAS DE LAS VÍAS RESPIRATORIAS
R03D;OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES;NA;NA;NA;NA;OTROS FÁRMACOS SISTÉMICOS PARA LAS ENFERMEDADES OBSTRUCTIVAS DE LAS VÍAS RESPIRATORIAS
R03DA;Xanthines;NA;NA;NA;NA;XANTINAS
R03DA01;diprophylline;1;g;O;NA;DIPROFILINA
R03DA01;diprophylline;1;g;P;NA;DIPROFILINA
R03DA01;diprophylline;1;g;R;NA;DIPROFILINA
R03DA02;choline theophyllinate;0.6;g;O;NA;TEOFILINATO DE COLINA
R03DA02;choline theophyllinate;0.6;g;R;NA;TEOFILINATO DE COLINA
R03DA03;proxyphylline;1.2;g;O;NA;PROXIFILINA
R03DA03;proxyphylline;1.2;g;P;NA;PROXIFILINA
R03DA03;proxyphylline;1.2;g;R;NA;PROXIFILINA
R03DA04;theophylline;0.4;g;O;NA;TEOFILINA
R03DA04;theophylline;0.4;g;P;NA;TEOFILINA
R03DA04;theophylline;0.4;g;R;NA;TEOFILINA
R03DA05;aminophylline;0.6;g;O;NA;AMINOFILINA
R03DA05;aminophylline;0.6;g;P;NA;AMINOFILINA
R03DA05;aminophylline;0.6;g;R;NA;AMINOFILINA
R03DA06;etamiphylline;NA;NA;NA;NA;ETAMIFILINA
R03DA07;theobromine;NA;NA;NA;NA;TEOBROMINA
R03DA08;bamifylline;NA;NA;NA;NA;BAMIFILINA
R03DA09;acefylline piperazine;NA;NA;NA;NA;PIPERAZINA ACEFILLINA
R03DA10;bufylline;NA;NA;NA;NA;BUFYLLINE
R03DA11;doxofylline;0.8;g;O;NA;DOXOFILINA
R03DA11;doxofylline;0.8;g;P;NA;DOXOFILINA
R03DA12;mepyramine theophyllinacetate;0.6;g;O;NA;TEOFILINACETATO DE MEPIRAMINA
R03DA20;combinations of xanthines;NA;NA;NA;NA;COMBINACIONES DE XANTINAS
R03DA51;diprophylline, combinations;NA;NA;NA;NA;DIPROFILINA, COMBINACIONES
R03DA54;theophylline, combinations excl. psycholeptics;NA;NA;NA;NA;TEOFILINA, COMBINACIONES EXCL. PSICOLÉPTICOS
R03DA55;aminophylline, combinations;NA;NA;NA;NA;AMINOFILINA, COMBINACIONES
R03DA57;theobromine, combinations;NA;NA;NA;NA;TEOBROMINA, COMBINACIONES
R03DA74;theophylline, combinations with psycholeptics;NA;NA;NA;NA;TEOFILINA, COMBINACIONES CON PSICOLÉPTICOS
R03DB;Xanthines and adrenergics;NA;NA;NA;NA;XANTINAS Y ADRENÉRGICOS
R03DB01;diprophylline and adrenergics;NA;NA;NA;NA;DIPROFILINA Y ADRENÉRGICOS
R03DB02;choline theophyllinate and adrenergics;NA;NA;NA;NA;TEOFILINATO DE COLINA Y ADRENÉRGICOS
R03DB03;proxyphylline and adrenergics;NA;NA;NA;NA;PROXIFILINA Y ADRENÉRGICOS
R03DB04;theophylline and adrenergics;NA;NA;NA;NA;TEOFILINA Y ADRENÉRGICOS
R03DB05;aminophylline and adrenergics;NA;NA;NA;NA;AMINOFILINA Y ADRENÉRGICOS
R03DB06;etamiphylline and adrenergics;NA;NA;NA;NA;ETIMIFILINA Y ADRENÉRGICOS
R03DC;Leukotriene receptor antagonists;NA;NA;NA;NA;ANTAGONISTAS DE LOS RECEPTORES DE LEUCOTRIENOS
R03DC01;zafirlukast;40;mg;O;NA;ZAFIRLUKAST
R03DC02;pranlukast;NA;NA;NA;NA;PRANLUKAST
R03DC03;montelukast;10;mg;O;NA;MONTELUKAST
R03DC04;ibudilast;NA;NA;NA;NA;IBUDILAST
R03DC53;montelukast, combinations;NA;NA;NA;NA;MONTELUKAST, COMBINACIONES
R03DX;Other systemic drugs for obstructive airway diseases;NA;NA;NA;NA;OTROS FÁRMACOS SISTÉMICOS PARA LAS ENFERMEDADES OBSTRUCTIVAS DE LAS VÍAS RESPIRATORIAS
R03DX01;amlexanox;NA;NA;NA;NA;AMLEXANOX
R03DX02;eprozinol;NA;NA;NA;NA;EPROZINOL
R03DX03;fenspiride;NA;NA;NA;NA;FENSPIRIDA
R03DX05;omalizumab;16;mg;P;NA;OMALIZUMAB
R03DX06;seratrodast;NA;NA;NA;NA;SEROTRODAST
R03DX07;roflumilast;0.5;mg;O;NA;ROFLUMILAST
R03DX08;reslizumab;7.1;mg;P;NA;RESLIZUMAB
R03DX09;mepolizumab;3.6;mg;P;NA;MEPOLIZUMAB
R03DX10;benralizumab;0.54;mg;P;NA;BENRALIZUMAB
R03DX11;tezepelumab;NA;NA;NA;NA;TEZEPELUMAB
R05;COUGH AND COLD PREPARATIONS;NA;NA;NA;NA;PREPARACIONES PARA LA TOS Y EL RESFRIADO
R05C;EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS;NA;NA;NA;NA;EXPECTORANTES, EXC. COMBINACIONES CON SUPRESORES DE LA TOS
R05CA;Expectorants;NA;NA;NA;NA;EXPECTORANTES
R05CA01;tyloxapol;5;mg;Inhal.solution;NA;TYLOXAPOL
R05CA02;potassium iodide;1.2;g;O;NA;YODURO DE POTASIO
R05CA03;guaifenesin;0.9;g;O;NA;GUAIFENESINA
R05CA03;guaifenesin;0.9;g;P;NA;GUAIFENESINA
R05CA04;ipecacuanha;4;mg;O;emetine;IPECACUANA
R05CA05;altheae radix;1.6;g;O;root;ALTHEAE RADIX
R05CA06;senega;3;g;O;root;SENEGA
R05CA07;antimony pentasulfide;0.2;g;O;NA;PENTASULFURO DE ANTIMONIO
R05CA08;creosote;NA;NA;NA;NA;CREOSOTA
R05CA09;guaiacolsulfonate;NA;NA;NA;NA;GUAIACOLSULFONATO
R05CA10;combinations;NA;NA;NA;NA;COMBINACIONES
R05CA11;levoverbenone;NA;NA;NA;NA;LEVOVERBENONA
R05CA12;Hederae helicis folium;NA;NA;NA;NA;HEDERAE HELICIS FOLIUM
R05CA13;cineole;NA;NA;NA;NA;CINEOL
R05CB;Mucolytics;NA;NA;NA;NA;MUCOLÍTICOS
R05CB01;acetylcysteine;1.6;g;Inhal.solution;NA;ACETILCISTEÍNA
R05CB01;acetylcysteine;0.5;g;O;NA;ACETILCISTEÍNA
R05CB02;bromhexine;24;mg;O;NA;BROMHEXINA
R05CB02;bromhexine;24;mg;P;NA;BROMHEXINA
R05CB03;carbocisteine;1.5;g;O;NA;CARBOCISTEÍNA
R05CB04;eprazinone;0.2;g;O;NA;EPRAZINONA
R05CB05;mesna;1.2;g;Inhal.solution;NA;MESNA
R05CB06;ambroxol;0.12;g;O;NA;AMBROXOL
R05CB07;sobrerol;NA;NA;NA;NA;SOBREROL
R05CB08;domiodol;NA;NA;NA;NA;DOMIODOL
R05CB09;letosteine;NA;NA;NA;NA;LETOSEÍNA
R05CB10;combinations;NA;NA;NA;NA;COMBINACIONES
R05CB11;stepronin;NA;NA;NA;NA;STEPRONIN
R05CB13;dornase alfa (desoxyribonuclease);2.5;mg;Inhal.solution;NA;DORNASA ALFA (DESOXIRRIBONUCLEASA)
R05CB14;neltenexine;NA;NA;NA;NA;NELTENEXINA
R05CB15;erdosteine;0.6;g;O;NA;ERDOSTEINA
R05CB16;mannitol;0.8;g;Inhal.powder;NA;MANITOL
R05D;COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS;NA;NA;NA;NA;SUPRESORES DE LA TOS, EXC. COMBINACIONES CON EXPECTORANTES
R05DA;Opium alkaloids and derivatives;NA;NA;NA;NA;ALCALOIDES Y DERIVADOS DEL OPIO
R05DA01;ethylmorphine;50;mg;O;NA;ETILMORFINA
R05DA03;hydrocodone;15;mg;O;NA;HIDROCODONA
R05DA04;codeine;0.1;g;O;NA;CODEÍNA
R05DA05;opium alkaloids with morphine;NA;NA;NA;NA;ALCALOIDES DEL OPIO CON MORFINA
R05DA06;normethadone;NA;NA;NA;NA;NORMETHADONE
R05DA07;noscapine;0.125;g;O;NA;NOSCAPINE
R05DA08;pholcodine;50;mg;O;NA;FOLCODINA
R05DA09;dextromethorphan;90;mg;O;NA;DEXTROMETORFANO
R05DA10;thebacon;15;mg;O;NA;EL TOCINO
R05DA11;dimemorfan;NA;NA;NA;NA;DIMEMORFAN
R05DA12;acetyldihydrocodeine;30;mg;O;NA;ACETILDIHIDROCODEÍNA
R05DA20;combinations;NA;NA;NA;NA;COMBINACIONES
R05DB;Other cough suppressants;NA;NA;NA;NA;OTROS SUPRESORES DE LA TOS
R05DB01;benzonatate;0.6;g;O;NA;BENZONATATO
R05DB02;benproperine;75;mg;O;NA;BENPROPORINA
R05DB03;clobutinol;0.12;g;O;NA;CLOBUTINOL
R05DB03;clobutinol;0.12;g;P;NA;CLOBUTINOL
R05DB04;isoaminile;0.11;g;O;NA;ISOAMINIL
R05DB05;pentoxyverine;0.1;g;O;NA;PENTOXIVERINA
R05DB05;pentoxyverine;0.1;g;R;NA;PENTOXIVERINA
R05DB07;oxolamine;0.6;g;O;NA;OXOLAMINA
R05DB09;oxeladin;80;mg;O;NA;OXELADINA
R05DB10;clofedanol;60;mg;O;NA;CLOFEDANOL
R05DB11;pipazetate;80;mg;O;NA;PIPAZETATE
R05DB12;bibenzonium bromide;90;mg;O;NA;BROMURO DE BIBENZONIO
R05DB13;butamirate;25;mg;O;NA;BUTARATO
R05DB14;fedrilate;0.2;g;O;NA;FEDRILATA
R05DB15;zipeprol;NA;NA;NA;NA;ZIPEPROL
R05DB16;dibunate;NA;NA;NA;NA;DIBUNATE
R05DB17;droxypropine;NA;NA;NA;NA;DROXIPROPINA
R05DB18;prenoxdiazine;NA;NA;NA;NA;PRENOXDIAZINA
R05DB19;dropropizine;NA;NA;NA;NA;DROPROPIZINA
R05DB20;combinations;NA;NA;NA;NA;COMBINACIONES
R05DB21;cloperastine;60;mg;O;Expressed as cloperastine hydrochloride;CLOPERASTINE
R05DB22;meprotixol;NA;NA;NA;NA;MEPROTIXOL
R05DB23;piperidione;NA;NA;NA;NA;PIPERIDIONE
R05DB24;tipepidine;NA;NA;NA;NA;TIPEPIDINA
R05DB25;morclofone;NA;NA;NA;NA;MORCLOFONE
R05DB26;nepinalone;NA;NA;NA;NA;NEPINONA
R05DB27;levodropropizine;0.12;g;O;NA;LEVODROPROPIZINA
R05DB28;dimethoxanate;NA;NA;NA;NA;DIMETOXANATO
R05DB29;gefapixant;90;mg;O;NA;GEFAPIXANT
R05F;COUGH SUPPRESSANTS AND EXPECTORANTS, COMBINATIONS;NA;NA;NA;NA;SUPRESORES DE LA TOS Y EXPECTORANTES, COMBINACIONES
R05FA;Opium derivatives and expectorants;NA;NA;NA;NA;DERIVADOS DEL OPIO Y EXPECTORANTES
R05FA01;opium derivatives and mucolytics;NA;NA;NA;NA;DERIVADOS DEL OPIO Y MUCOLÍTICOS
R05FA02;opium derivatives and expectorants;NA;NA;NA;NA;DERIVADOS DEL OPIO Y EXPECTORANTES
R05FB;Other cough suppressants and expectorants;NA;NA;NA;NA;OTROS SUPRESORES DE LA TOS Y EXPECTORANTES
R05FB01;cough suppressants and mucolytics;NA;NA;NA;NA;SUPRESORES DE LA TOS Y MUCOLÍTICOS
R05FB02;cough suppressants and expectorants;NA;NA;NA;NA;SUPRESORES DE LA TOS Y EXPECTORANTES
R05X;OTHER COLD PREPARATIONS;NA;NA;NA;NA;OTRAS PREPARACIONES FRÍAS
R06;ANTIHISTAMINES FOR SYSTEMIC USE;NA;NA;NA;NA;ANTIHISTAMÍNICOS DE USO SISTÉMICO
R06A;ANTIHISTAMINES FOR SYSTEMIC USE;NA;NA;NA;NA;ANTIHISTAMÍNICOS DE USO SISTÉMICO
R06AA;Aminoalkyl ethers;NA;NA;NA;NA;ÉTERES AMINOALQUILADOS
R06AA01;bromazine;NA;NA;NA;NA;BROMAZINA
R06AA02;diphenhydramine;0.2;g;O;NA;DIFENHIDRAMINA
R06AA02;diphenhydramine;0.2;g;R;NA;DIFENHIDRAMINA
R06AA04;clemastine;2;mg;O;NA;CLEMASTINA
R06AA04;clemastine;2;mg;P;NA;CLEMASTINA
R06AA06;chlorphenoxamine;80;mg;O;NA;CLORFENOXAMINA
R06AA06;chlorphenoxamine;80;mg;P;NA;CLORFENOXAMINA
R06AA07;diphenylpyraline;10;mg;O;NA;DIFENILPIRALINA
R06AA08;carbinoxamine;16;mg;O;NA;CARBINOXAMINA
R06AA09;doxylamine;25;mg;O;NA;DOXILAMINA
R06AA10;trimethobenzamide;NA;NA;NA;NA;TRIMETOBENZAMIDA
R06AA11;dimenhydrinate;0.3;g;O;NA;DIMENHIDRINATO
R06AA11;dimenhydrinate;0.3;g;R;NA;DIMENHIDRINATO
R06AA52;diphenhydramine, combinations;NA;NA;NA;NA;DIFENHIDRAMINA, COMBINACIONES
R06AA54;clemastine, combinations;NA;NA;NA;NA;CLEMASTINE, COMBINACIONES
R06AA56;chlorphenoxamine, combinations;NA;NA;NA;NA;CLORFENOXAMINA, COMBINACIONES
R06AA57;diphenylpyraline, combinations;NA;NA;NA;NA;DIFENILPIRALINA, COMBINACIONES
R06AA59;doxylamine, combinations;NA;NA;NA;NA;DOXILAMINA, COMBINACIONES
R06AA61;dimenhydrinate, combinations;NA;NA;NA;NA;DIMENHIDRINATO, COMBINACIONES
R06AB;Substituted alkylamines;NA;NA;NA;NA;ALQUILAMINAS SUSTITUIDAS
R06AB01;brompheniramine;24;mg;O;NA;BROMPHENIRAMINA
R06AB02;dexchlorpheniramine;6;mg;O;NA;DEXCLORFENIRAMINA
R06AB02;dexchlorpheniramine;6;mg;P;NA;DEXCLORFENIRAMINA
R06AB03;dimetindene;4;mg;O;NA;DIMETINDENE
R06AB04;chlorphenamine;12;mg;O;NA;CLORFENAMINA
R06AB04;chlorphenamine;12;mg;P;NA;CLORFENAMINA
R06AB05;pheniramine;75;mg;O;NA;FENIRAMINA
R06AB06;dexbrompheniramine;NA;NA;NA;NA;DEXBROMPHENIRAMINA
R06AB07;talastine;NA;NA;NA;NA;TALASTINA
R06AB51;brompheniramine, combinations;NA;NA;NA;NA;BROMFENIRAMINA, COMBINACIONES
R06AB52;dexchlorpheniramine, combinations;NA;NA;NA;NA;DEXCLORFENIRAMINA, COMBINACIONES
R06AB54;chlorphenamine, combinations;NA;NA;NA;NA;CLORFENAMINA, COMBINACIONES
R06AB56;dexbrompheniramine, combinations;NA;NA;NA;NA;DEXBROMPHENIRAMINA, COMBINACIONES
R06AC;Substituted ethylene diamines;NA;NA;NA;NA;DIAMINAS DE ETILENO SUSTITUIDAS
R06AC01;mepyramine;0.2;g;O;NA;MEPIRAMINA
R06AC01;mepyramine;0.2;g;P;NA;MEPIRAMINA
R06AC02;histapyrrodine;80;mg;O;NA;HISTAPYRRODINE
R06AC03;chloropyramine;0.15;g;O;NA;CLOROPIRAMINA
R06AC03;chloropyramine;20;mg;P;NA;CLOROPIRAMINA
R06AC04;tripelennamine;0.15;g;O;NA;TRIPELENNAMINA
R06AC05;methapyrilene;NA;NA;NA;NA;METAPIRILENO
R06AC06;thonzylamine;NA;NA;NA;NA;TIONZILAMINA
R06AC52;histapyrrodine, combinations;NA;NA;NA;NA;HISTAPIRRODINA, COMBINACIONES
R06AC53;chloropyramine, combinations;NA;NA;NA;NA;CLOROPIRAMINA, COMBINACIONES
R06AD;Phenothiazine derivatives;NA;NA;NA;NA;DERIVADOS DE LA FENOTIAZINA
R06AD01;alimemazine;30;mg;O;NA;ALIMEMAZINE
R06AD01;alimemazine;30;mg;P;NA;ALIMEMAZINE
R06AD02;promethazine;25;mg;O;NA;PROMETAZINA
R06AD02;promethazine;25;mg;P;NA;PROMETAZINA
R06AD02;promethazine;25;mg;R;NA;PROMETAZINA
R06AD03;thiethylperazine;13;mg;O;NA;TIETILPERAZINA
R06AD03;thiethylperazine;13;mg;P;NA;TIETILPERAZINA
R06AD03;thiethylperazine;13;mg;R;NA;TIETILPERAZINA
R06AD04;methdilazine;16;mg;O;NA;METDILAZINA
R06AD05;hydroxyethylpromethazine;75;mg;O;NA;HIDROXIETILPROMETAZINA
R06AD06;thiazinam;0.9;g;O;NA;TIAZINAM
R06AD06;thiazinam;0.3;g;R;NA;TIAZINAM
R06AD07;mequitazine;10;mg;O;NA;MEQUITAZINA
R06AD08;oxomemazine;30;mg;O;NA;OXOMEMAZINA
R06AD09;isothipendyl;NA;NA;NA;NA;ISOTIPENDILO
R06AD52;promethazine, combinations;NA;NA;NA;NA;PROMETAZINA, COMBINACIONES
R06AD55;hydroxyethylpromethazine, combinations;NA;NA;NA;NA;HIDROXIETILPROMETAZINA, COMBINACIONES
R06AE;Piperazine derivatives;NA;NA;NA;NA;DERIVADOS DE LA PIPERAZINA
R06AE01;buclizine;50;mg;O;NA;BUCLIZINA
R06AE03;cyclizine;0.1;g;O;NA;CICLIZINA
R06AE03;cyclizine;0.1;g;P;NA;CICLIZINA
R06AE03;cyclizine;0.3;g;R;NA;CICLIZINA
R06AE04;chlorcyclizine;0.1;g;O;NA;CLORCICLIZINA
R06AE05;meclozine;50;mg;O;NA;MECLOZINA
R06AE05;meclozine;50;mg;R;NA;MECLOZINA
R06AE06;oxatomide;60;mg;O;NA;OXATOMIDA
R06AE07;cetirizine;10;mg;O;NA;CETIRIZINA
R06AE09;levocetirizine;5;mg;O;NA;LEVOCETIRIZINA
R06AE51;buclizine, combinations;NA;NA;NA;NA;BUCLIZINA, COMBINACIONES
R06AE53;cyclizine, combinations;NA;NA;NA;NA;CICLIZINA, COMBINACIONES
R06AE55;meclozine, combinations;NA;NA;NA;NA;MECLOZINA, COMBINACIONES
R06AK;Combinations of antihistamines;NA;NA;NA;NA;COMBINACIONES DE ANTIHISTAMÍNICOS
R06AX;Other antihistamines for systemic use;NA;NA;NA;NA;OTROS ANTIHISTAMÍNICOS DE USO SISTÉMICO
R06AX01;bamipine;0.1;g;O;NA;BAMIPINE
R06AX02;cyproheptadine;12;mg;O;NA;CIPROHEPTADINA
R06AX03;thenalidine;NA;NA;NA;NA;TENALIDINA
R06AX04;phenindamine;NA;NA;NA;NA;FENINDAMINA
R06AX05;antazoline;0.3;g;O;NA;ANTAZOLINA
R06AX05;antazoline;0.3;g;P;NA;ANTAZOLINA
R06AX07;triprolidine;7.5;mg;O;NA;TRIPROLIDINA
R06AX08;pyrrobutamine;NA;NA;NA;NA;PIRROBUTAMINA
R06AX09;azatadine;2;mg;O;NA;AZATADINA
R06AX11;astemizole;10;mg;O;NA;ASTEMIZOL
R06AX12;terfenadine;0.12;g;O;NA;TERFENADINA
R06AX13;loratadine;10;mg;O;NA;LORATADINA
R06AX15;mebhydrolin;0.2;g;O;NA;MEBHIDROLINA
R06AX16;deptropine;2;mg;O;NA;DEPTROPINA
R06AX17;ketotifen;2;mg;O;NA;KETOTIFEN
R06AX18;acrivastine;24;mg;O;NA;ACIRVASTINA
R06AX19;azelastine;4;mg;O;NA;AZELASTINA
R06AX21;tritoqualine;NA;NA;NA;NA;TRITOCULINA
R06AX22;ebastine;10;mg;O;NA;EBASTINE
R06AX23;pimethixene;NA;NA;NA;NA;PIMETIXENO
R06AX24;epinastine;NA;NA;NA;NA;EPINASTINA
R06AX25;mizolastine;10;mg;O;NA;MIZOLASTINA
R06AX26;fexofenadine;0.12;g;O;NA;FEXOFENADINA
R06AX27;desloratadine;5;mg;O;NA;DESLORATADINA
R06AX28;rupatadine;10;mg;O;NA;RUPATADINA
R06AX29;bilastine;20;mg;O;NA;BILASTINA
R06AX31;quifenadine;NA;NA;NA;NA;QUIFENADINA
R06AX32;sequifenadine;NA;NA;NA;NA;SEQUIFENADINA
R06AX53;thenalidine, combinations;NA;NA;NA;NA;TENALIDINA, COMBINACIONES
R06AX58;pyrrobutamine, combinations;NA;NA;NA;NA;PIRROBUTAMINA, COMBINACIONES
R07;OTHER RESPIRATORY SYSTEM PRODUCTS;NA;NA;NA;NA;OTROS PRODUCTOS PARA EL SISTEMA RESPIRATORIO
R07A;OTHER RESPIRATORY SYSTEM PRODUCTS;NA;NA;NA;NA;OTROS PRODUCTOS PARA EL SISTEMA RESPIRATORIO
R07AA;Lung surfactants;NA;NA;NA;NA;TENSIOACTIVOS PULMONARES
R07AA01;colfosceril palmitate;0.108;g;Inhal.powder;NA;PALMITATO DE COLFOSCERILO
R07AA02;natural phospholipids;0.16;g;Instill.solution;NA;FOSFOLÍPIDOS NATURALES
R07AA30;combinations;NA;NA;NA;NA;COMBINACIONES
R07AB;Respiratory stimulants;NA;NA;NA;NA;ESTIMULANTES RESPIRATORIOS
R07AB01;doxapram;0.4;g;P;NA;DOXAPRAM
R07AB02;nikethamide;0.5;g;O;NA;NIKETAMIDA
R07AB02;nikethamide;0.5;g;P;NA;NIKETAMIDA
R07AB03;pentetrazol;0.1;g;O;NA;PENTETRAZOL
R07AB04;etamivan;NA;NA;NA;NA;ETAMIVÁN
R07AB05;bemegride;NA;NA;NA;NA;BEMEGRIDE
R07AB06;prethcamide;0.4;g;O;NA;PRETHCAMIDA
R07AB06;prethcamide;0.4;g;P;NA;PRETHCAMIDA
R07AB07;almitrine;0.1;g;O;NA;ALMITRINA
R07AB08;dimefline;NA;NA;NA;NA;DIMEFURLINE
R07AB09;mepixanox;NA;NA;NA;NA;MEPIXANOX
R07AB52;nikethamide, combinations;NA;NA;NA;NA;NIKETAMIDA, COMBINACIONES
R07AB53;pentetrazol, combinations;NA;NA;NA;NA;PENTETRAZOL, COMBINACIONES
R07AX;Other respiratory system products;NA;NA;NA;NA;OTROS PRODUCTOS PARA EL SISTEMA RESPIRATORIO
R07AX01;nitric oxide;NA;NA;NA;NA;ÓXIDO NÍTRICO
R07AX02;ivacaftor;0.3;g;O;NA;IVACAFTOR
R07AX30;ivacaftor and lumacaftor;NA;NA;NA;NA;IVACAFTOR Y LUMACAFTOR
